Response ID,Date submitted,Last page,Start language,Seed,Which age group do you belong to?,How many years of professional experience do you have in IT/software engineering?,Which continent do you live on?,What is your current country of residence?,What is your current country of residence?,What is your current country of residence?,What is your current country of residence?,What is your current country of residence?,Which of the following best describes your current role in the organization?,Which of the following best describes your current role in the organization?  [Other],Which of the following organizational types best describes your organization?,In which application domain do you currently primarily work?,In which application domain do you currently primarily work?  [Other],"We consider Digital Sustainability an umbrella term for two aspects: Sustainable Software and Sustainable by Software.  Sustainable Software concerns the sustainability of digital solutions in terms of their impact on environmental, economic, technical, social, and individual dimensions, including carbon footprint (Green IT) and process resources.  Sustainable by Software describes digital solutions designed to achieve positive sustainability impacts to help individuals and organizations reach sustainability goals, such as such as the United Nations Sustainable Development Goals (SDGs) more effectively.  Have you heard of this or a similar definition of digital sustainability before? ","How frequently do you encounter (e.g., coming across or taking part in) discussions about digital sustainability in your professional environment? ","How frequently do you encounter (e.g., coming across or taking part in) discussions about digital sustainability in your professional environment?   [Other]",Have you participated in one or more training or educational programs on digital sustainability?,What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [I was not aware such programs existed],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [My organization does not offer such programs],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [I have not had the opportunity to attend],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [I don’t see the need for such training],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [The cost is too high],What are the reasons you haven’t participated in a training or educational program on digital sustainability before?  [Other],How many times training(s) or educational program(s) on digital sustainability did you participate in? ,"Did you participate in the training(s) or educational program(s) in your private capacity (i.e., you paid for it and participated out of personal interest)?",Please tell us a little about the training or educational programs on digital sustainability you participated in.,Are you satisfied with the number of trainings or educational programs you participated in? ,What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [ I was not aware such programs existed],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [My organization does not offer such programs],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [I have not had the opportunity to attend],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [I don’t see the need for such training],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [The cost is too high],What are the reasons you haven’t participated in more training or educational programs on digital sustainability?   [Other],Does your organization have specific digital sustainability goals or benchmarks for software development projects?,"Does your organization have a dedicated sustainability or Corporate Social Responsibility (CSR) expert, team or department?",Does your organization incorporate sustainable development practices?,Do different departments in your organization coordinate on sustainability for software development projects?,"Which dimensions of sustainability are actively considered in your organization's software development projects?  [Environmental sustainability (e.g., resource efficiency of energy/water/..., carbon footprint)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Social sustainability (e.g., role of community, shared values, working conditions, and well-being)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Individual sustainability (e.g., health, competence, access to services)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Economic sustainability (e.g., cost efficiency, economic viability)]","Which dimensions of sustainability are actively considered in your organization's software development projects?  [Technical sustainability (e.g., maintainability, scalability)]",Which dimensions of sustainability are actively considered in your organization's software development projects?  [Other],Does your organization report on sustainability practices? ,Does your organization offer training or resources to employees on sustainable software development practices?,Can you tell us a little about the training or resources your organization offers? ,What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Lack of awareness about the availability of such training],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Lack of understanding about the need for such training],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [No demand or interest from employees],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Limited budget or resources for training programs],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Sustainability is (perhaps) not a priority for the organization],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Not sure],What might be the reasons your organization does not offer any or more training or resources on the design or development of sustainable digital solutions?  [Other],How often is the sustainability of your digital solutions an explicit requirement of the customer or the users?,Why do you think that your customers and users have not asked explicitly to build sustainable digital solutions?,Do you incorporate digital sustainability considerations in your role-specific tasks? ,What drives you to incorporate digital sustainability in your role-related tasks?  [Organizational policies ],What drives you to incorporate digital sustainability in your role-related tasks?  [Personal beliefs ],What drives you to incorporate digital sustainability in your role-related tasks?  [Client requirements ],What drives you to incorporate digital sustainability in your role-related tasks?  [User requirements],What drives you to incorporate digital sustainability in your role-related tasks?  [Legal requirements ],What drives you to incorporate digital sustainability in your role-related tasks?  [Other],"Which sustainability dimensions do you consider in your role-specific tasks?   [Environmental sustainability (e.g., resource efficiency of energy/water/…, carbon footprint)]","Which sustainability dimensions do you consider in your role-specific tasks?   [Social sustainability (e.g., the role of community, shared values, working conditions, and well-being)  ]","Which sustainability dimensions do you consider in your role-specific tasks?   [Individual sustainability (e.g., health, competence, access to services)]","Which sustainability dimensions do you consider in your role-specific tasks?   [Economic sustainability (e.g., cost efficiency, economic viability)]","Which sustainability dimensions do you consider in your role-specific tasks?   [Technical sustainability (e.g., maintainability, scalability)]",Which sustainability dimensions do you consider in your role-specific tasks?   [Other],"Are there specific tools, software, or frameworks that help you incorporate sustainability into your tasks? (E.g., gathering and managing requirements, writing sustainability-focused tests, optimizing code for less energy consumption.)","Can you name the tools, software, and/or frameworks, and tell us how and for what you use them? ","What hinders you from incorporating sustainability in your role-specific tasks?   [Lack of personal interest (e.g., no incentive to make the effort to consider sustainability)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Lack of knowledge or awareness (e.g., not knowing enough about sustainability impact or best practices)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Limited resources or budget (e.g., financial constraints, insufficient tools or technology)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Financial constraints (e.g., limited budget)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Insufficient time or competing priorities (e.g., pressing deadlines, other projects taking precedence)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Lack of organizational or leadership support (e.g., limited buy-in from management, inadequate policy frameworks)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Complexity or uncertainty of sustainability solutions (e.g., difficulty measuring impact or navigating standards)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Cultural or social barriers (e.g., resistance to change, misalignment with organizational culture)]","What hinders you from incorporating sustainability in your role-specific tasks?   [Resistance from the stakeholders, such as clients and customers]",What hinders you from incorporating sustainability in your role-specific tasks?   [Other],"Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Environmental sustainability (e.g., resource efficiency of energy/water/…, carbon footprint)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Social sustainability (e.g., role of community, shared values)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Individual sustainability (e.g., health, competence, access to services)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Economic sustainability (e.g., cost efficiency, economic viability)]","Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Technical sustainability (e.g., maintainability, scalability)]",Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [I have sufficient knowledge and tools to effectively address all five sustainability dimensions],Which sustainability dimension(s) do you feel you lack sufficient knowledge or tools to effectively address?  [Other],What additional support or resources would help you integrate digital sustainability into your work?  [Theoretical knowledge (self-study learning material)],What additional support or resources would help you integrate digital sustainability into your work?  [Tutorials (co-present or online training)],What additional support or resources would help you integrate digital sustainability into your work?  [Curricula (educational programs)],What additional support or resources would help you integrate digital sustainability into your work?  [Practical knowledge (how-to's)],"What additional support or resources would help you integrate digital sustainability into your work?  [Positive case studies (real-world examples demonstrating benefits, including financial value)]","What additional support or resources would help you integrate digital sustainability into your work?  [Structures (frameworks, definitions, standards)]","What additional support or resources would help you integrate digital sustainability into your work?  [Tools (assessment checklists, creativity methods)]",What additional support or resources would help you integrate digital sustainability into your work?  [I do not want to integrate more digital sustainability into my work],What additional support or resources would help you integrate digital sustainability into your work?  [Other],SUPER POSITIVE,SUPER NEGATIVE,YES-RATIO,Familiar-Definition,Familiar-Discussion,Familiar-Incorpor,AWARENESS/FAMILIARITY SCORE,AWARENESS/FAMILIARITY SCORE,Does your organization have specific digital sustainability goals or benchmarks for software development projects?,"Does your organization have a dedicated sustainability or Corporate Social Responsibility (CSR) expert, team or department?",Does your organization incorporate sustainable development practices?,Does your organization report on sustainability practices? ,Does your organization offer training or resources to employees on sustainable software development practices?,ORGANIZATIONAL SCORE,ORGANIZATIONAL SCORE,Region,Experience,Role,Orga,Domain
47,01/01/1980 00:00,4,en,268807178,29 - 44,11 – 20 years,Europe, Austria,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Microenterprise (up to 10 employees),"Technology, Software, and IT Consulting",,Yes,Every few months or less,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,No,,No,No,No,No,No,Yes,,"Rarely, but it has happened",,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,Yes,,Yes,RE and DDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,Yes,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,No,,25,25,0.5,1,0.1,1,2.1,Aware without discussing,0,1,1,0,0,2,Two dimensions,DACH,11 to 20,RE,Other organizations,Tech
48,01/01/1980 00:00,4,en,581210925,29 - 44,6 – 10 years,Europe,Switzerland,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,Yes,Every few months or less,,No,Yes,Yes,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Not sure,No,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Not sure,No,,Yes,Yes,Yes,Yes,No,No,,Never,"It is often perceived as a quality requirement that is hard to define. If I talk about sustainability, I am always confronted with the challenge of what we are really talking about. Sustainability is still very abstract for many and hard to grasp.",Yes,No,Yes,No,Yes,No,,Yes,No,Yes,Yes,No,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,No,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,23,18,0.56097561,1,0.1,1,2.1,Aware without discussing,0.5,0,0.5,0.5,0,1.5,Unclear communication,DACH,0 to 10,RE,Large company,Tech
50,01/01/1980 00:00,4,en,1923050495,45 - 60,More than 20 years,South America,,,Brazil,,,Team Lead / Project Manager,,Industry - Small enterprise (10 – 49 employees),"Technology, Software, and IT Consulting",,No,Never,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,,Yes,Yes,Yes,No,No,No,,Never,Don't know,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,17,24,0.414634146,0,0,0,0,No awareness,0,0,0.5,0,0,0.5,No sustainability,Other continents,>20,Management,Other organizations,Tech
53,01/01/1980 00:00,4,en,163546282,29 - 44,11 – 20 years,Europe, Sweden,,,,,Researcher / Educator,,Industry - Small enterprise (10 – 49 employees),"Technology, Software, and IT Consulting",,No,Monthly,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,Yes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Not sure,No,,Yes,No,No,Yes,No,No,We partly offer this ourselves to our customers..,Never,"We help our customers build sustainable software systems, thus I believe they assume that we practice as we preach.",Yes,Yes,Yes,No,No,No,Business sustainability - we cannot waste too many costly compute cycles in the cloud.,Yes,No,Yes,Yes,Yes,,Yes,CodeScene for technical sustainability.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,No,No,Currently working on correlating tool output with energy consumption. This is a first step.,14,28,0.333333333,0,0.3,1,1.3,Acting without knowledge,0,1,0.5,0.5,0,2,Process-oriented,Europe,11 to 20,Research,Other organizations,Tech
54,01/01/1980 00:00,4,en,1682655997,Above 60,More than 20 years,North America,,,,,Canada,Researcher / Educator,,University / Research Institute,Education and Research,,Yes,Weekly,,No,No,No,Yes,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Not sure,Yes,Yes,Not sure,No,No,No,No,No,,Yes,No,,No,No,No,Yes,Yes,No,,,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,No,Yes,Yes,Yes,No,No,,Yes,No,Yes,No,Yes,No,,No,No,No,No,No,No,No,Yes,,14,32,0.304347826,1,0.7,0,1.7,Knowledge without acting,0.5,1,1,1,0,3.5,Three dimensions,Other continents,>20,Research,Research,Research
55,01/01/1980 00:00,4,en,57593380,45 - 60,11 – 20 years,Europe, Poland,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,Yes,Every few months or less,,Yes,N/A,N/A,N/A,N/A,N/A,,2,No,"It was organised by my company, I had to watch some presentation. The trainings were mandatory. It was interesting.",No,No,No,Yes,No,No,,Yes,Yes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Not sure,Not sure,,No,No,No,Yes,No,No,,,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,Yes,No,No,No,No,No,,No,No,No,Yes,Yes,No,,No,No,No,Yes,Yes,No,Yes,No,,12,29,0.292682927,1,0.1,0,1.1,Knowledge without acting,1,1,0.5,0.5,0.5,3.5,Two dimensions,Europe,11 to 20,RE,Large company,Tech
56,01/01/1980 00:00,4,en,1751146661,29 - 44,6 – 10 years,Europe,Switzerland,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Large enterprise (at least 250 employees),Healthcare and Medical Technology,,No,Every few months or less,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,,Yes,Yes,,Yes,No,No,Yes,Yes,,,,,No,No,No,No,No,Yes,,,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,Yes,No,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,No,No,,Yes,No,No,Yes,Yes,No,Yes,No,,16,28,0.363636364,0,0.1,0,0.1,No awareness,,1,1,,,2,Two dimensions,DACH,0 to 10,RE,Large company,Other domain
57,01/01/1980 00:00,4,en,1504542089,45 - 60,More than 20 years,Europe, Germany,,,,,Team Lead / Project Manager,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,No,Never,,No,Yes,Yes,Yes,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Not sure,Yes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,,No,No,No,No,Yes,No,,Never,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,Yes,,No,Yes,No,Yes,Yes,No,Yes,No,,12,28,0.3,0,0,0,0,No awareness,0.5,1,0.5,1,0,3,Two dimensions,DACH,>20,Management,Large company,Tech
58,01/01/1980 00:00,4,en,H,Above 60,More than 20 years,North America,,,,,United States,Executive / CEO / Owner,,University / Research Institute,"Technology, Software, and IT Consulting",,Yes,Daily,,Yes,N/A,N/A,N/A,N/A,N/A,,3 - 5,No,"Consulting, Education, Professional forum, and SME",No,No,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,New design of software education platforms.,No,No,No,No,No,No,Leading education provider for graduate education in this measure.,For most projects or digital solutions,,Yes,No,Yes,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,,Yes,V model design for deciding reuse of applications development.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,Yes,Yes,No,No,,No,Yes,Yes,No,Yes,No,No,No,,29,23,0.557692308,1,1,1,3,High awareness,1,1,1,1,1,5,Top performer,Other continents,>20,Management,Research,Tech
59,01/01/1980 00:00,4,en,1025656102,Above 60,More than 20 years,Europe, Sweden,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,No,Weekly,,No,No,Yes,Yes,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Not sure,Yes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Not sure,Not sure,,Yes,Yes,No,No,No,No,,For some projects or digital solutions,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,Yes,No,No,No,Yes,No,No,No,,Yes,No,No,No,Yes,No,,Yes,Yes,Yes,Yes,No,No,No,No,,13,25,0.342105263,0,0.7,0,0.7,No awareness,0.5,1,0.5,0.5,0.5,3,Process-oriented,Europe,>20,RE,Large company,Tech
60,01/01/1980 00:00,4,en,2135205411,45 - 60,More than 20 years,Europe, Netherlands,,,,,Team Lead / Project Manager,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,No,Every few months or less,,No,Yes,No,Yes,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,,No,No,Yes,No,No,No,,For some projects or digital solutions,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,No,,No,No,Yes,Yes,No,No,No,No,,12,30,0.285714286,0,0.1,0,0.1,No awareness,0,0,0,1,0,1,Reporting-oriented,Europe,>20,Management,Large company,Tech
61,01/01/1980 00:00,4,en,387381693,Above 60,More than 20 years,Europe,Switzerland,,,,,Executive / CEO / Owner,,Industry - Microenterprise (up to 10 employees),"Finance, Banking, and Insurance",,Yes,Every few months or less,,No,No,No,No,No,No,My clients do not support sustainability,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,Yes,No,No,Yes,Yes,No,Yes,,No,No,,No,No,No,No,No,No,Small company - we can talk with each other,"Rarely, but it has happened",There is just no awareness. If anybody is talking about sustainabiity it is rather green washing and branding than a real company value,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,Yes,No,No,No,No,No,No,Small Company - we can talk to each other,Yes,No,No,Yes,No,No,,No,No,No,Yes,No,No,Yes,No,,10,38,0.208333333,1,0.1,0,1.1,Knowledge without acting,0,0,1,0,0,1,Practice-oriented,DACH,>20,Management,Other organizations,Other domain
62,01/01/1980 00:00,4,en,1672742595,45 - 60,11 – 20 years,Europe, Germany,,,,,Researcher / Educator,,University / Research Institute,"Technology, Software, and IT Consulting",,No,Monthly,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,,Yes,No,No,No,No,No,"The organization is aware of sustainability, but not concerning digital sustainability",,,Yes,Yes,Yes,No,No,No,,No,No,No,No,Yes,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,No,No,,Yes,No,Yes,No,No,No,No,No,,14,30,0.318181818,0,0.3,1,1.3,Acting without knowledge,0,1,0,1,0,2,Two dimensions,DACH,11 to 20,Research,Research,Tech
63,01/01/1980 00:00,4,en,381304109,45 - 60,More than 20 years,South America,,,Brazil,,,Developer,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,No,Never,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Not sure,Yes,Yes,No,No,No,No,No,Yes,,Yes,Not sure,,No,No,No,No,No,Yes,,"Rarely, but it has happened",,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,Yes,No,No,No,Yes,Yes,No,No,No,,No,No,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,17,29,0.369565217,0,0,0,0,No awareness,0.5,1,1,1,0.5,4,Three dimensions,Other continents,>20,Tech,Large company,Tech
65,01/01/1980 00:00,4,en,370548568,45 - 60,11 – 20 years,Europe, Austria,,,,,Team Lead / Project Manager,,Industry - Microenterprise (up to 10 employees),"Technology, Software, and IT Consulting",,Yes,Monthly,,No,No,Yes,Yes,Yes,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,,Yes,Yes,Yes,No,No,No,,Never,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,19,23,0.452380952,1,0.3,0,1.3,Knowledge without acting,0,0,0,0,0,0,No sustainability,DACH,11 to 20,Management,Other organizations,Tech
66,01/01/1980 00:00,4,en,1746956480,29 - 44,Less than 1 year,North America,,,,,United States,Team Lead / Project Manager,Project Manager,Industry - Large enterprise (at least 250 employees),"Hospitality, Tourism, and Entertainment",,No,Every few months or less,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,Yes,Yes,Not sure,Yes,No,No,No,No,,Yes,No,,Yes,No,No,No,No,No,,Never,Significant lack of awareness of sustainability in software development.,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,Yes,No,No,No,No,Yes,No,No,,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,17,30,0.361702128,0,0.1,0,0.1,No awareness,0,1,1,1,0,3,Three dimensions,Other continents,0 to 10,Management,Large company,Other domain
68,01/01/1980 00:00,4,en,1926452717,45 - 60,More than 20 years,Europe, Netherlands,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Medium-sized enterprise (50 – 249 employees),Retail and E-commerce,,Yes,Daily,,Yes,N/A,N/A,N/A,N/A,N/A,,More than 5,No,,Yes,No,No,No,Yes,No,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,,Not sure,Yes,"trainee programms, new employees/introduction",No,No,Yes,No,Yes,No,,Never,"bc a growing number of people and organisations prioritize sustainability as low, except when costs or profits are concerned.",Yes,No,No,No,No,Yes,,No,No,No,Yes,Yes,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,,22,29,0.431372549,1,1,1,3,High awareness,1,1,1,0.5,1,4.5,Top performer,Europe,>20,RE,Other organizations,Other domain
69,01/01/1980 00:00,4,en,989926632,45 - 60,Less than 1 year,Asia,,India,,,,Other,Consultant,Industry - Microenterprise (up to 10 employees),Other,ISO consulting and operation excellence,No,Every few months or less,,No,No,No,No,Yes,No,My current role doesn’t need such program,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,Yes,No,Yes,Yes,No,No,No,,Yes,No,,No,No,No,No,Yes,No,,Never,"Less Awareness , not an organizational goal,
Not falling under statutory or regulatory requirements",No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,No,No,No,No,No,Yes,,No,No,No,Yes,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,No,,13,35,0.270833333,0,0.1,0,0.1,No awareness,0,0,1,1,0,2,Two dimensions,Other continents,0 to 10,Management,Other organizations,Other domain
70,01/01/1980 00:00,4,en,1789732412,45 - 60,More than 20 years,Europe,Switzerland,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Small enterprise (10 – 49 employees),"Technology, Software, and IT Consulting",,Yes,Every few months or less,,No,Yes,Yes,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,,Yes,No,No,No,No,No,,For some projects or digital solutions,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,No,No,Yes,No,No,Yes,Client does not request,Yes,Yes,No,No,No,No,,Yes,Yes,No,Yes,Yes,No,No,No,,15,26,0.365853659,1,0.1,0,1.1,Knowledge without acting,1,1,0.5,1,0,3.5,Three dimensions,DACH,>20,RE,Other organizations,Tech
71,01/01/1980 00:00,4,en,26578123,Above 60,More than 20 years,Africa,,,,South Africa,,Executive / CEO / Owner,,Industry - Microenterprise (up to 10 employees),"Technology, Software, and IT Consulting",,Yes,Never,,No,Yes,No,No,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,No,Yes,No,Yes,No,No,No,Yes,,No,No,,No,Yes,No,No,No,No,,"Rarely, but it has happened",They are not aware of the need for sustainable digital solutions,Yes,No,Yes,No,No,No,,Yes,No,Yes,No,Yes,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,Yes,Yes,Yes,No,No,,Yes,No,No,Yes,No,No,No,No,,16,34,0.32,1,0,1,2,Aware without discussing,0,0,1,0,0,1,Practice-oriented,Other continents,>20,Management,Other organizations,Tech
72,01/01/1980 00:00,4,en,1611566501,45 - 60,6 – 10 years,Europe, Sweden,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,No,Every few months or less,,No,Yes,Yes,Yes,No,No,,,,,,N/A,N/A,N/A,N/A,N/A,,Not sure,Not sure,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Not sure,,No,Yes,Yes,Yes,Yes,No,,Never,The do not understand how urgent the situation is. If they were aware about how bad the situation is they would demand it.,Yes,No,Yes,No,No,No,,Yes,Yes,Yes,No,No,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,No,No,No,Yes,No,,No,Yes,No,Yes,No,No,No,No,,17,23,0.425,0,0.1,1,1.1,Acting without knowledge,0.5,0.5,0.5,1,0.5,3,Unclear communication,Europe,0 to 10,RE,Large company,Tech
73,01/01/1980 00:00,4,en,1657544924,29 - 44,11 – 20 years,Europe, Germany,,,,,Requirements Engineer / Business Analyst / Product Owner,,Industry - Large enterprise (at least 250 employees),"Finance, Banking, and Insurance",,Yes,Never,,,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Not sure,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Not sure,,No,No,No,No,No,Yes,,,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,5,29,0.147058824,1,0,0,1,Knowledge without acting,1,1,0.5,1,0.5,4,Three dimensions,DACH,11 to 20,RE,Large company,Other domain
74,01/01/1980 00:00,4,en,939719470,45 - 60,11 – 20 years,Europe, Germany,,,,,Executive / CEO / Owner,,Industry - Large enterprise (at least 250 employees),"Technology, Software, and IT Consulting",,Yes,Every few months or less,,No,No,No,No,Yes,No,,,,,,N/A,N/A,N/A,N/A,N/A,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,Yes,No,,No,Yes,No,No,No,No,,Never,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,No,Yes,No,No,Yes,No,No,No,No,,Yes,No,No,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,No,,19,29,0.395833333,1,0.1,0,1.1,Knowledge without acting,0,1,1,1,0,3,Three dimensions,DACH,11 to 20,Management,Large company,Tech
